region	.1 Percentile	99.9 Percentile	Mean	Total
LINC02029	1.85383	2.37315	2.11425	1286
LINC00881	1.85431	2.30901	2.06526	1286
CCNL1	1.92326	2.31272	2.09999	1286
LOC101928236	1.95513	2.16058	2.04801	1286
LOC105374179	1.8055	2.28273	2.05433	1286
VEPH1	1.94506	2.13458	2.03872	1286
PTX3	1.74612	2.25116	2.03244	1286
SLC66A1L	1.89726	2.119	2.00833	1286
SHOX2	1.73364	2.11915	1.90632	1286
RSRC1	1.89193	2.04386	1.97214	1286
UC.134	1.55302	2.27389	1.92483	1286
MLF1-DT	1.80054	2.12088	1.94397	1286
MLF1	1.76	2.03172	1.89095	1286
GFM1	1.85803	2.14572	2.00711	1286
LXN	1.75664	2.26944	2.00143	1286
RARRES1	1.82891	2.14601	1.986	1286
LOC100287290	1.86039	2.13015	2.02146	1286
MFSD1	1.86654	2.12086	2.00373	1286
LOC105374181	1.17002	2.14586	1.95176	1286
LOC124909452	1.17407	2.17329	2.01564	1286
IQCJ	1.2657	2.06044	1.98122	1286
IQCJ-SCHIP1	1.86168	2.09658	2.03289	1286
SCHIP1	1.98	2.11543	2.05029	1286
MIR3919	1.24805	2.24646	1.74466	1286
IQCJ-SCHIP1-AS1	1.09163	2.37201	2.04041	1286
LOC101928351	1.94726	2.23817	2.08597	1286
LOC124906299	1.92113	2.23887	2.08298	1286
IL12A-AS1	1.96277	2.17258	2.07489	1286
IL12A	1.88764	2.32772	2.09953	1286
LINC01100	1.75318	2.23886	2.02159	1286
LOC124906252	1.84839	2.30344	2.06718	1286
C3orf80	1.82353	2.49175	2.15475	1286
IFT80	1.95696	2.17058	2.08253	1286
TRIM59-IFT80	1.95627	2.20203	2.08574	1286
SMC4	1.93021	2.23915	2.09573	1286
MIR15B	1.54554	2.62345	2.07713	1286
MIR16-2	1.54554	2.62345	2.07713	1286
TRIM59	1.82321	2.39283	2.09907	1286
KPNA4	1.92793	2.26316	2.07003	1286
SCARNA7	1.57864	2.70159	2.09112	1286
ARL14	1.44984	2.32687	1.92116	1286
LOC124900554	1.40932	2.48915	1.98512	1286
PPM1L-DT	1.78298	2.34886	2.07176	1286
PPM1L	1.7325	2.06686	1.99567	1286
B3GALNT1	1.86708	2.15386	2.02259	1286
LOC124909453	1.76803	2.23045	1.9997	1286
LOC124906300	1.88713	2.095	1.98749	1286
LOC105374186	1.7899	2.12972	1.96154	1286
NMD3	1.82441	2.075	1.9526	1286
LOC105374187	1.83539	2.07643	1.95617	1286
LOC112268450	1.83234	2.16372	2.00214	1286
SPTSSB	1.81854	2.10972	1.97147	1286
LOC107986150	1.84513	2.08672	1.9697	1286
LINC02067	1.75273	2.08172	1.92906	1286
OTOL1	1.6629	2.16843	1.91417	1286
LOC107986048	1.72913	2.71865	1.88229	1286
LOC107986049	1.68753	2.61735	1.90349	1286
LINC01192	1.35529	1.95643	1.81862	1286
LOC124906371	0.94056	2.53144	1.87512	1286
LOC105374188	1.733	1.99486	1.8813	1286
LOC102724419	1.63671	2.00172	1.84935	1286
MIR1263	1.19578	2.2383	1.73697	1286
LOC105374189	1.50973	2.00643	1.86529	1286
LOC105374190	1.46739	2.05972	1.77233	1286
LOC105374191	1.69664	1.99487	1.85769	1286
LOC107986151	1.66306	2.14473	1.9244	1286
LINC01324	1.63858	2.00158	1.8701	1286
LOC107986050	1.65077	2.11715	1.90499	1286
SI	1.6901	2.00487	1.88918	1286
LOC105374192	1.64439	2.04801	1.85393	1286
SLITRK3	1.55088	2.01716	1.80723	1286
LINC01322	1.72316	2.00172	1.88347	1286
BCHE	1.05625	2.01	1.87383	1286
LOC124909497	1.6319	2.02458	1.86895	1286
LOC124909498	1.67303	2.13444	1.90262	1286
LOC105374194	1.71247	2.03443	1.8813	1286
LOC105374193	1.60842	2.04316	1.90097	1286
LOC105374196	1.79193	2.058	1.92987	1286
ZBBX	1.82713	2.00286	1.92051	1286
LINC01327	1.67465	2.1063	1.94849	1286
SERPINI2	1.82351	2.10072	1.96375	1286
LOC105374197	1.72228	2.22301	1.97135	1286
WDR49	1.88139	2.04629	1.96807	1286
PDCD10	1.87364	2.11715	1.9977	1286
SERPINI1	1.83644	2.11317	1.98084	1286
LRRC77P	1.83593	2.12315	1.98561	1286
GOLIM4	1.89813	2.16546	2.01497	1286
EGFEM1P	1.88171	2.08002	2.00339	1286
MIR551B	1.61993	2.44194	1.99129	1286
LOC105374200	1.73754	2.1973	2.00349	1286
LINC02082	1.82418	2.19145	2.01491	1286
LINC01997	1.71854	2.34845	2.01437	1286
LOC107986051	1.85739	2.12515	1.97724	1286
MECOM	1.95339	2.12073	2.02983	1286
LOC124909454	1.82626	2.34458	2.07682	1286
LOC105374206	1.85421	2.38715	2.10504	1286
MECOM-AS1	1.88413	2.17972	2.03965	1286
LOC124906301	1.62183	2.38122	1.97387	1286
TERC	1.7887	3.15041	2.32426	1286
ACTRT3	1.57937	2.31915	1.95706	1286
MYNN	1.94041	2.36415	2.13289	1286
LRRC34	1.90991	2.33132	2.12668	1286
LRRIQ4	1.93141	2.265	2.09896	1286
LRRC31	1.91141	2.30119	2.08173	1286
SAMD7	1.92198	2.3043	2.1073	1286
FHL1P1	1.94296	2.33402	2.13621	1286
SEC62	1.96313	2.31672	2.13898	1286
GPR160	1.94241	2.3133	2.09459	1286
LOC124909455	1.90539	2.39719	2.11536	1286
LOC124909456	1.8469	2.44961	2.11479	1286
PHC3	1.96196	2.28973	2.12766	1286
LOC105374209	1.95541	2.36615	2.13465	1286
PRKCI	1.92516	2.26043	2.09553	1286
SKIL	1.86911	2.20558	2.0486	1286
CLDN11	1.90264	2.25459	2.08411	1286
MIR6828	1.46565	2.60624	1.98408	1286
SLC7A14	2.00354	2.18286	2.09227	1286
SLC7A14-AS1	1.99639	2.16772	2.07776	1286
LOC124906302	1.8838	2.23675	2.04378	1286
LOC105374211	1.93628	2.16986	2.06508	1286
RPL22L1	1.79822	2.42861	2.11059	1286
EIF5A2	1.97126	2.31101	2.11207	1286
SLC2A2	1.92531	2.27089	2.08767	1286
TNIK	1.97854	2.22718	2.0814	1286
LOC105374216	1.94747	2.24273	2.09523	1286
MIR569	1.50951	2.82352	2.05339	1286
LOC124906303	1.8757	2.26016	2.05987	1286
LOC102724479	1.8519	2.29945	2.06646	1286
PLD1	1.96839	2.23615	2.08978	1286
LOC124906352	1.40425	2.60272	2.04244	1286
TMEM212	1.93493	2.32988	2.11397	1286
TMEM212-AS1	1.90364	2.27086	2.08152	1286
LOC105374218	1.8968	2.26486	2.06767	1286
LOC105374217	1.93144	2.24274	2.07001	1286
FNDC3B	1.98296	2.24963	2.08111	1286
LOC124906304	1.86237	2.19616	2.04036	1286
GHSR	1.83839	2.35044	2.08678	1286
TNFSF10	1.88077	2.442	2.06668	1286
LINC02068	1.91841	2.30121	2.07438	1286
NCEH1	1.96439	2.65041	2.0813	1286
LOC124909457	1.82745	2.85383	2.10819	1286
ECT2	1.98213	2.39542	2.1093	1286
LOC124900555	1.48345	2.63388	2.02505	1286
LOC107986052	1.74639	2.51024	2.05093	1286
SPATA16	1.94628	2.34746	2.06387	1286
LOC105374221	1.8062	2.39416	2.09706	1286
LOC124906369	1.4786	2.96972	2.03771	1286
LOC105374220	1.89264	2.35144	2.04351	1286
LOC105374224	1.9029	2.29699	2.03817	1286
LOC124909458	1.65293	2.6043	2.05248	1286
NLGN1	1.81613	2.18643	1.94099	1286
LOC105374225	1.65808	2.26359	1.92184	1286
NLGN1-AS1	1.76928	2.27565	1.96918	1286
LOC105374226	1.71416	2.16395	1.88883	1286
NAALADL2	1.7878	1.98143	1.89956	1286
LOC107986027	1.66873	2.14787	1.90224	1286
LOC124906305	1.46411	2.3033	1.8917	1286
NAALADL2-AS3	1.70557	2.06372	1.87891	1286
NAALADL2-AS2	1.77339	2.13287	1.91679	1286
LOC124906366	1.54618	2.39574	1.98096	1286
NAALADL2-AS1	1.6271	2.26974	1.93583	1286
LOC124909459	1.64477	2.15586	1.88788	1286
LOC124909460	1.71906	2.0673	1.89103	1286
MIR7977	1.02803	2.44672	1.88142	1286
LOC105374230	1.77141	2.11716	1.95244	1286
LINC01208	1.84228	2.12086	1.98979	1286
LINC01209	1.73993	2.79957	2.04084	1286
TBL1XR1	1.88341	2.59502	2.03206	1286
TBL1XR1-AS1	1.85213	2.80067	2.05623	1286
LOC107986053	1.78928	2.24632	2.0107	1286
LINC00501	1.83341	2.24615	2.08058	1286
LINC00578	1.92951	2.10015	2.00656	1286
LOC124906306	1.58641	2.50344	2.02156	1286
LOC124900562	1.45111	2.54715	1.9551	1286
LINC02015	1.90603	2.11015	2.01114	1286
LOC107986154	1.84713	2.20687	2.0214	1286
LOC105374234	1.82838	2.10486	2.0019	1286
LOC105374235	1.92516	2.1442	2.0114	1286
LINC01014	1.91564	2.22977	2.04555	1286
KCNMB2-AS1	1.88227	2.10058	1.99551	1286
KCNMB2	1.88355	2.10072	1.99913	1286
LOC124909461	1.81196	2.24944	2.04531	1286
LOC124906307	1.90764	2.15915	2.02209	1286
ZMAT3	1.915	2.2036	2.0452	1286
PIK3CA-DT	1.89254	2.23931	2.06829	1286
PIK3CA	1.9177	2.212	2.08993	1286
LOC124900560	1.54925	2.72461	2.10751	1286
KCNMB3	1.87226	2.24602	2.03776	1286
ZNF639	1.9118	2.32415	2.11238	1286
MFN1	1.9579	2.23659	2.09558	1286
GNB4	1.93098	2.21202	2.05131	1286
ACTL6A	1.91103	2.42436	2.08317	1286
LOC124909462	1.80739	2.40276	2.06283	1286
MRPL47	1.94813	2.38602	2.12065	1286
NDUFB5	1.93954	2.27615	2.10107	1286
LOC124906348	1.54762	2.75001	2.17544	1286
USP13	1.95326	2.12801	2.03321	1286
LOC124909464	1.84051	2.33115	2.07659	1286
PEX5L	1.95139	2.11787	2.01043	1286
PEX5L-AS2	1.90175	2.21259	2.05696	1286
LOC124909463	1.77328	2.15087	1.94602	1286
LOC124909465	0.88681	2.37347	1.84073	1286
LINC02053	1.77413	2.26104	2.01995	1286
TTC14-DT	1.924	2.09272	2.00287	1286
LOC124900551	1.4779	2.52661	1.98325	1286
TTC14	1.83028	2.168	2.00816	1286
CCDC39	1.88067	2.07943	1.98921	1286
CCDC39-AS1	1.86164	2.18275	2.00771	1286
LOC101928882	1.82867	2.04744	1.9542	1286
LOC105374240	1.66898	2.32386	1.99924	1286
LOC124909466	1.79357	2.23372	2.00584	1286
FXR1	1.85316	2.08272	1.97785	1286
DNAJC19	1.69416	2.25887	1.98785	1286
SOX2-OT	1.86164	2.02172	1.95932	1286
LOC102724604	1.79728	2.11031	1.94995	1286
SOX2	1.59301	2.27334	1.93809	1286
LINC01206	1.86296	2.07787	1.97636	1286
LOC105374242	1.70064	2.41449	2.02804	1286
LOC105374243	1.84113	2.16588	2.01425	1286
LINC01994	1.95218	2.18187	2.07244	1286
LINC01995	1.84598	2.27104	2.04492	1286
LINC02031	1.89126	2.17559	2.02083	1286
LOC107986054	1.78024	2.34432	2.01379	1286
ATP11B-DT	1.81324	2.3016	2.0517	1286
ATP11B	1.97913	2.2416	2.08402	1286
DCUN1D1	1.9308	2.21101	2.06863	1286
LOC105374246	1.81528	2.2853	2.04591	1286
MCCC1	1.95739	2.27089	2.07182	1286
LOC124906309	1.74139	2.28543	1.99388	1286
LOC105374247	1.80113	2.35118	2.03201	1286
LAMP3	1.88439	2.72554	2.0185	1286
MCF2L2	1.97439	2.20606	2.05904	1286
LOC124906310	1.76516	2.40115	2.0664	1286
B3GNT5	1.93251	2.25287	2.08414	1286
LOC107986160	1.86216	2.30687	2.11258	1286
SNHG33	1.80606	2.23916	2.01713	1286
SNORA63D	1.61314	2.63749	2.07524	1286
LOC124900564	1.61314	2.63749	2.07524	1286
SNORA63E	1.50714	2.69814	2.08983	1286
KLHL6	1.96141	2.18486	2.06479	1286
KLHL6-AS1	1.65385	2.39558	2.08934	1286
LOC105374248	1.74039	2.55897	2.02324	1286
LOC107986162	1.59941	2.34672	2.0214	1286
KLHL24	1.80875	2.23915	2.0499	1286
YEATS2	1.92921	2.18044	2.06333	1286
YEATS2-AS1	1.73545	2.34558	2.05499	1286
MAP6D1	1.84713	2.28301	2.05735	1286
PARL	1.92264	2.17058	2.03875	1286
MIR4448	1.51416	2.52472	2.02932	1286
ABCC5	1.94064	2.15515	2.05523	1286
ABCC5-AS1	1.73806	2.28349	1.98402	1286
LOC124909468	1.68647	2.52677	2.07633	1286
HTR3D	1.76139	2.21016	1.97745	1286
HTR3C	1.72753	2.27816	2.01215	1286
HTR3E-AS1	1.76231	2.23129	2.01688	1286
HTR3E	1.75403	2.22217	2.01278	1286
EIF2B5-DT	1.79331	2.46019	2.09292	1286
EIF2B5	1.84013	2.27429	2.04056	1286
DVL3	1.82664	2.20444	2.02572	1286
AP2M1	1.8349	2.27502	2.04645	1286
ABCF3	1.6965	2.27672	2.04508	1286
VWA5B2	1.8959	2.28758	2.09067	1286
MIR1224	1.70171	2.90832	2.24347	1286
ALG3	1.81924	2.35976	2.08401	1286
EEF1AKMT4	1.80418	2.34948	2.05968	1286
EEF1AKMT4-ECE2	1.85003	2.19787	2.00741	1286
CAMK2N2	1.6046	2.21546	1.89712	1286
ECE2	1.81593	2.3901	2.0202	1286
PSMD2	1.83467	2.87226	2.05677	1286
EIF4G1	1.8245	2.33841	2.02688	1286
SNORD66	1.46686	2.58704	2.04356	1286
FAM131A	1.87663	2.25272	2.08528	1286
CLCN2	1.83818	2.17215	2.02287	1286
LOC124906311	1.47716	2.20672	1.83022	1286
POLR2H	1.74951	2.31387	2.03611	1286
THPO	1.81026	2.23903	2.0188	1286
CHRD	1.75925	2.15845	1.9759	1286
LINC02054	1.81951	2.14815	1.96921	1286
LINC01839	1.81603	2.03358	1.92543	1286
LINC01840	1.49054	2.3139	2.0799	1286
LOC124909469	1.65804	2.33259	2.0018	1286
EPHB3	1.88567	2.21544	2.04302	1286
MAGEF1	1.69158	2.44716	2.04943	1286
LOC107986163	1.88864	2.16429	2.03188	1286
LINC02069	1.83906	2.18188	2.00234	1286
LOC105374253	1.76593	2.22331	1.98781	1286
VPS8	1.94803	2.08972	2.01685	1286
C3orf70	1.83944	2.129	2.03864	1286
EHHADH-AS1	1.66154	2.17715	2.03983	1286
EHHADH	1.92347	2.167	2.05272	1286
MIR5588	1.25322	2.25404	1.71124	1286
LOC124900548	1.8087	2.82033	2.09505	1286
MAP3K13	1.92034	2.33117	2.03899	1286
LOC124906361	1.5138	2.64181	2.02771	1286
LOC124906312	1.87554	2.28272	2.067	1286
LOC101929018	1.86218	2.30886	2.08883	1286
TMEM41A	1.84898	2.29458	2.06889	1286
LOC105374254	1.85516	2.33172	2.09277	1286
LIPH	1.91251	2.20316	2.04975	1286
SENP2	1.86239	2.24775	2.03339	1286
IGF2BP2	1.98406	2.14843	2.0708	1286
IGF2BP2-AS1	1.96067	2.25172	2.10672	1286
LOC124906313	1.93118	2.29759	2.10987	1286
MIR548AQ	1.43815	2.70958	2.15173	1286
TRA2B	1.89908	2.21644	2.06223	1286
NMRAL2P	1.81621	2.14943	1.99247	1286
ETV5	1.96273	2.25486	2.08724	1286
LOC124909470	1.77093	2.41661	2.04057	1286
ETV5-AS1	1.63614	2.35731	1.988	1286
LOC105374257	1.76835	2.20115	1.98719	1286
DGKG	1.97726	2.14429	2.05311	1286
LINC02020	1.76416	2.45246	2.09146	1286
LINC02052	1.94051	2.21616	2.05927	1286
LINC02051	1.73167	2.37862	2.02846	1286
CRYGS	1.86264	2.38444	2.09512	1286
TBCCD1	1.89617	2.42636	2.11512	1286
DNAJB11	1.84821	2.38861	2.09142	1286
AHSG	1.874	2.34474	2.07569	1286
FETUB	1.89316	2.23686	2.07637	1286
HRG-AS1	1.85806	2.20843	2.02433	1286
HRG	1.19783	2.21773	2.02056	1286
KNG1	1.849	2.22158	2.0225	1286
EIF4A2	1.82457	2.33186	2.08306	1286
SNORD2	1.60635	2.79088	2.2096	1286
SNORA63B	1.44904	2.68072	2.06401	1286
MIR1248	1.44904	2.68072	2.06401	1286
SNORA81	1.44904	2.68072	2.06401	1286
SNORA63	1.68798	2.47001	2.06222	1286
SNORA4	1.47491	2.68652	2.06041	1286
RFC4	1.87291	2.28144	2.09539	1286
LINC02043	1.87106	2.27917	2.08631	1286
ADIPOQ	1.8379	2.49708	2.04171	1286
ADIPOQ-AS1	1.85964	2.71516	2.06433	1286
ST6GAL1	1.91113	2.15643	2.03266	1286
LOC124906314	1.773	2.17974	1.96564	1286
RPL39L	1.86204	2.24915	2.07967	1286
LOC124909471	1.84113	2.124	1.97846	1286
SST	1.71377	2.38087	2.02791	1286
RTP2	1.78328	2.14203	1.95158	1286
LOC100131635	1.83137	2.09686	1.97995	1286
BCL6	1.80077	2.08115	1.9391	1286
LOC122526776	1.43241	2.16848	1.79822	1286
LOC105374263	1.68291	2.34061	2.01218	1286
LOC105374264	1.85851	2.48243	1.99124	1286
LOC124906315	1.7589	2.24658	2.00268	1286
LOC105374265	1.60731	2.3313	1.98351	1286
LINC01991	1.76308	2.1453	1.95547	1286
LOC107986166	1.79334	2.09701	1.95033	1286
LPP-AS2	1.5894	2.27802	1.91883	1286
LPP	1.86593	2.02858	1.95265	1286
FLJ42393	1.59398	2.28272	1.91189	1286
LPP-AS1	1.6639	2.21617	1.90811	1286
LOC124906316	1.81951	2.09715	1.96537	1286
MIR28	1.35224	2.55217	2.01789	1286
TPRG1-AS1	1.73926	2.18973	1.96114	1286
LOC107986167	1.86051	2.16872	2.01804	1286
TPRG1	1.92626	2.11615	2.01214	1286
TPRG1-AS2	1.7609	2.42402	2.06494	1286
LOC105374270	1.86651	2.24572	2.05651	1286
TP63	1.8897	2.10572	1.99756	1286
MIR944	1.62034	2.50163	2.05145	1286
P3H2	1.85839	2.08	1.96584	1286
P3H2-AS1	1.67975	2.09815	1.89987	1286
CLDN16	1.84351	2.10815	1.96829	1286
CLDN1	1.7977	2.17372	1.98279	1286
TMEM207	1.81951	2.17602	2.01299	1286
IL1RAP	1.89967	2.08386	1.99661	1286
LINC02013	1.63916	2.39801	2.02365	1286
GMNC	1.79344	2.22847	1.99601	1286
SNAR-I	1.33999	2.6029	2.00922	1286
LOC107986171	1.80964	2.3446	2.05397	1286
OSTN	1.88665	2.28645	2.07131	1286
OSTN-AS1	1.8754	2.31544	2.09131	1286
UTS2B	1.86406	2.50726	2.04205	1286
CCDC50	1.67478	2.7527	1.9883	1286
PYDC2-AS1	1.89939	2.21303	2.01428	1286
PYDC2	1.54908	2.6493	2.04085	1286
LOC124909472	1.71983	2.37002	2.06063	1286
LOC105374275	1.72167	2.26243	1.96925	1286
LOC124909473	1.68411	2.22491	1.93388	1286
LOC105374276	1.70884	2.15629	2.01466	1286
LOC105374277	1.76727	2.11615	1.94543	1286
LOC124906318	1.83739	2.23988	2.01793	1286
FGF12	1.86416	2.04772	1.97931	1286
LOC124906320	1.48857	2.13615	2.00718	1286
FGF12-AS1	1.22918	2.24116	1.99134	1286
FGF12-AS2	1.01158	2.32929	1.96215	1286
FGF12-AS3	1.15669	2.34359	2.07101	1286
LOC124906347	1.34593	2.43629	1.82743	1286
LOC124906319	1.70473	2.2256	1.96016	1286
LOC107986056	1.75851	2.16345	1.93386	1286
MB21D2	1.81237	2.10887	1.97762	1286
LOC105374280	1.71713	2.24715	2.00903	1286
PLAAT1	1.84128	2.08801	1.97464	1286
MGC2889	1.66918	2.3336	1.97611	1286
ATP13A5	1.86439	2.04186	1.95347	1286
ATP13A5-AS1	1.74131	2.3073	2.01243	1286
ATP13A4	1.88221	2.08029	2.00467	1286
ATP13A4-AS1	1.71261	2.48175	2.08748	1286
OPA1	1.92413	2.16415	2.04179	1286
OPA1-AS1	1.87444	2.28315	2.06988	1286
LOC102724808	1.90218	2.205	2.04365	1286
LOC105374282	1.66326	2.40759	2.03246	1286
LOC105374283	1.71157	2.23645	1.96776	1286
LOC105374284	1.84539	2.29846	2.04511	1286
LINC02038	1.66744	2.29361	1.95574	1286
LOC105374286	1.78444	2.20372	1.98178	1286
LOC105374287	1.85851	2.24558	2.04649	1286
LINC02026	1.87739	2.10715	1.99388	1286
DPPA2P3	1.48227	2.3571	1.85759	1286
LINC02028	1.77376	2.128	2.0134	1286
LOC102724877	1.89513	2.14286	2.01395	1286
HES1	1.6994	2.38317	2.02504	1286
LOC107986172	1.46304	2.3713	1.99064	1286
LINC02036	1.86913	2.10101	2.00038	1286
LINC02037	1.81506	2.19687	2.00452	1286
LINC02048	1.63864	2.42472	2.03635	1286
LINC00887	1.77532	2.24529	2.03336	1286
CPN2	1.66431	2.16115	1.91462	1286
LRRC15	1.80001	2.23716	2.03287	1286
GP5	1.83213	2.36689	2.08488	1286
ATP13A3	1.93234	2.20988	2.07385	1286
ATP13A3-DT	1.63367	2.44972	2.03733	1286
TMEM44-AS1	1.77964	2.3363	2.05628	1286
TMEM44	1.82877	2.12544	1.96017	1286
LOC105374291	1.66198	2.23043	1.91266	1286
TMEM44-AS2	1.80583	2.24315	2.02065	1286
LSG1	1.82403	2.22173	1.989	1286
LOC124909474	1.62003	2.24286	1.87128	1286
FAM43A	1.73226	2.42158	2.04971	1286
LOC105374292	1.91317	2.14444	2.04348	1286
LINC01968	1.93126	2.17744	2.06144	1286
LINC01972	1.85854	2.51079	2.13798	1286
LOC107986173	1.65728	2.29458	1.98809	1286
LOC105374294	1.06107	2.23115	2.0494	1286
LOC105374295	1.04893	2.56759	2.11507	1286
XXYLT1	1.95403	2.17359	2.06398	1286
XXYLT1-AS1	1.73226	2.65689	2.18346	1286
LOC124909476	1.73788	2.31901	2.04131	1286
MIR3137	1.49148	2.67189	2.0841	1286
XXYLT1-AS2	1.65134	2.35616	1.99872	1286
LOC105374296	1.42318	2.43502	1.9744	1286
LOC124909475	1.79257	2.46601	2.13333	1286
ACAP2	1.95406	2.29147	2.09821	1286
PPP1R2	1.80714	2.29689	2.06995	1286
APOD	1.87277	2.29343	2.07914	1286
LOC105374297	0.42388	4.40432	2.09448	1286
LOC124909477	1.4471	7.21162	3.5557	1286
LINC01983	1.82718	2.23902	2.04524	1286
LOC107984010	1.736	2.27044	2.01834	1286
TNK2	1.86496	2.19243	2.04208	1286
MIR6829	1.23892	2.28945	1.81447	1286
TNK2-AS1	1.77381	2.35089	2.06734	1286
LOC124906254	1.089	2.75544	1.85844	1286
SDHAP1	1.03368	4.98324	2.75491	1286
LOC124909478	1.7607	2.34917	2.04075	1286
TFRC	1.86191	2.31701	2.12533	1286
LINC00885	1.79764	2.28304	2.03094	1286
ZDHHC19	1.74675	2.1953	1.99312	1286
LOC124909479	1.70651	2.39533	2.0201	1286
LOC105374304	1.89167	2.44532	2.13544	1286
SLC51A	1.85203	2.31615	2.09698	1286
PCYT1A	1.94113	2.87497	2.14442	1286
DYNLT2B	1.84693	2.28572	2.08169	1286
TM4SF19-DYNLT2B	1.72328	2.17743	1.96826	1286
LOC107986031	1.48639	2.59877	1.96152	1286
TM4SF19-AS1	1.72842	2.28029	1.99878	1286
TM4SF19	1.72526	2.23129	1.9806	1286
UBXN7	1.94054	2.3033	2.12054	1286
UBXN7-AS1	1.76431	2.58117	2.13375	1286
RNF168	1.89257	2.33773	2.13952	1286
LOC105374306	1.79612	2.52294	2.1544	1286
LOC105374307	1.66055	2.49345	2.05969	1286
SMCO1	1.74284	2.32447	2.07075	1286
WDR53	1.8039	2.35017	2.11902	1286
FBXO45	1.892	2.38429	2.1424	1286
LINC01063	1.66016	2.36205	2.0145	1286
NRROS	1.83784	2.29675	2.10804	1286
CEP19	1.751	2.40129	2.09464	1286
PIGX	1.862	2.35348	2.0913	1286
PAK2	1.88257	2.2503	2.10378	1286
SENP5	1.8555	2.25202	2.08953	1286
NCBP2	1.8029	2.39259	2.09657	1286
NCBP2-AS1	1.78983	2.56748	2.1476	1286
NCBP2AS2	1.7169	2.63458	2.08403	1286
PIGZ	1.89418	2.26261	2.0641	1286
LOC124906255	1.80458	2.4206	2.11276	1286
MELTF	1.95814	2.27458	2.13664	1286
MELTF-AS1	1.7357	2.44561	2.05414	1286
DLG1	1.95739	2.24715	2.08838	1286
MIR4797	1.27054	2.35174	1.77358	1286
DLG1-AS1	1.76413	2.39546	2.06367	1286
LOC101926923	1.7984	2.33645	2.06162	1286
BDH1	1.95873	2.81865	2.11113	1286
SDHAP4	1.55526	2.65646	2.18541	1286
LOC124909481	1.20939	2.46959	1.85341	1286
LOC112268458	1.34344	2.81504	2.08498	1286
LOC124906331	1.76387	3.63004	2.61893	1286
RUBCN	1.83853	2.38659	2.1176	1286
MIR922	1.62116	2.74476	2.0996	1286
FYTTD1	1.8927	2.35276	2.09542	1286
LRCH3	1.96264	2.51567	2.10119	1286
LOC124909482	1.53201	2.64632	2.07401	1286
LOC105374310	1.88821	2.56255	2.0744	1286
IQCG	1.97428	3.11161	2.10416	1286
LOC124906330	1.84806	3.17993	2.13361	1286
RPL35A	1.86467	3.1886	2.11257	1286
LMLN	1.9767	3.07202	2.11636	1286
LMLN-AS1	1.64813	3.17059	2.08071	1286
ZNF595	2.02647	3.31774	2.3689	1286
LOC124900641	1.62684	3.19672	2.00141	1286
ZNF718	1.34585	2.23772	1.93835	1286
ZNF876P	1.89026	2.24158	2.07827	1286
LOC124900642	1.71426	2.43674	2.04777	1286
ZNF732	1.88464	2.21573	2.04464	1286
LOC105374336	1.73491	2.4233	2.08017	1286
ZNF141	1.68591	2.29075	2.04928	1286
MIR571	1.5479	2.64705	2.04172	1286
ABCA11P	1.69964	2.29459	2.07135	1286
ZNF721	1.69974	2.227	2.05179	1286
PIGG	1.86439	2.22972	2.07547	1286
TMEM271	1.48421	2.09858	1.79249	1286
LOC105374338	1.85264	2.29729	2.07848	1286
LOC124900162	1.87894	2.19172	2.07492	1286
PDE6B	1.81426	2.15115	2.0301	1286
PDE6B-AS1	1.7909	2.45716	2.11289	1286
ATP5ME	1.6706	2.46529	2.0596	1286
MYL5	1.9268	2.42058	2.15449	1286
SLC49A3	1.963	2.32117	2.11808	1286
LOC124900643	1.81977	2.44815	2.11816	1286
PCGF3	1.83737	2.2833	2.03756	1286
LOC124900172	1.77634	2.18545	1.96749	1286
LOC107986246	1.83154	2.55229	2.17805	1286
LOC124900644	1.75728	2.52659	2.14042	1286
LOC124900163	1.85013	2.31618	2.0507	1286
PCGF3-AS1	1.85226	2.32701	2.06017	1286
CPLX1	1.85868	2.28144	2.05138	1286
LOC105374339	1.72928	2.34358	2.02747	1286
LOC105374340	1.75908	2.28216	2.02454	1286
GAK	1.92383	2.2293	2.07753	1286
LOC105374341	1.80703	2.48658	2.12781	1286
TMEM175	1.92351	2.23587	2.08586	1286
DGKQ	1.90813	2.25372	2.1034	1286
LOC124900645	1.71554	2.48272	2.0821	1286
SLC26A1	1.96654	2.36015	2.16658	1286
IDUA	1.92967	2.26844	2.09133	1286
LOC124900646	1.54017	2.29572	1.93743	1286
FGFRL1	1.85293	2.219	2.04215	1286
LOC105374343	1.7799	2.12101	1.94697	1286
RNF212	1.75721	2.08344	1.91016	1286
LOC105374344	1.83092	2.23887	2.0729	1286
LOC124900647	1.88813	2.15072	2.02782	1286
TMED11P	1.80361	2.34732	2.10564	1286
LOC124900184	1.66586	2.48102	2.07463	1286
LOC124900837	1.61254	2.06543	1.87134	1286
SPON2	1.8935	2.18588	2.0438	1286
LOC100130872	1.89088	2.27158	2.0932	1286
LOC124900164	1.58437	2.67973	2.11645	1286
CTBP1-AS	1.95916	2.40202	2.18862	1286
CTBP1	1.91677	2.21458	2.04627	1286
CTBP1-DT	1.69786	2.41232	2.03927	1286
LOC105374347	1.73451	2.51794	2.05568	1286
LOC105374346	1.42345	2.54045	1.93777	1286
MAEA	1.73555	2.31659	2.00053	1286
UVSSA	1.96126	2.23286	2.09122	1286
